motif_id,peak
M00078,chr3:170418278-170422251
M00079,chr3:170418278-170422251
M00080,chr3:170418278-170422251
M00081,chr3:170418278-170422251
M00082,chr3:170418278-170422251
M00086,chr3:170418278-170422251
M00087,chr3:170418278-170422251
M00088,chr3:170418278-170422251
M00141,chr3:170418278-170422251
M00261,chr3:170418278-170422251
M00271,chr3:170418278-170422251
M00448,chr3:170418278-170422251
M00616,chr3:170418278-170422251
M00639,chr3:170418278-170422251
M00679,chr3:170418278-170422251
M00731,chr3:170418278-170422251
M00751,chr3:170418278-170422251
M00769,chr3:170418278-170422251
M00771,chr3:170418278-170422251
M00805,chr3:170418278-170422251
M00971,chr3:170418278-170422251
M00975,chr3:170418278-170422251
M00977,chr3:170418278-170422251
M00978,chr3:170418278-170422251
M00984,chr3:170418278-170422251
M01014,chr3:170418278-170422251
M01022,chr3:170418278-170422251
M01037,chr3:170418278-170422251
M01079,chr3:170418278-170422251
M01080,chr3:170418278-170422251
M01169,chr3:170418278-170422251
M01208,chr3:170418278-170422251
M01231,chr3:170418278-170422251
M01262,chr3:170418278-170422251
M01348,chr3:170418278-170422251
M01596,chr3:170418278-170422251
M01657,chr3:170418278-170422251
M01658,chr3:170418278-170422251
M01704,chr3:170418278-170422251
M01752,chr3:170418278-170422251
M01809,chr3:170418278-170422251
M01856,chr3:170418278-170422251
M01871,chr3:170418278-170422251
M01892,chr3:170418278-170422251
M01985,chr3:170418278-170422251
M02002,chr3:170418278-170422251
M02019,chr3:170418278-170422251
M02038,chr3:170418278-170422251
M02062,chr3:170418278-170422251
M02073,chr3:170418278-170422251
M02084,chr3:170418278-170422251
M02267,chr3:170418278-170422251
M02371,chr3:170418278-170422251
M02774,chr3:170418278-170422251
M02789,chr3:170418278-170422251
M02835,chr3:170418278-170422251
M02878,chr3:170418278-170422251
M02893,chr3:170418278-170422251
M02939,chr3:170418278-170422251
M03155,chr3:170418278-170422251
M03560,chr3:170418278-170422251
M03794,chr3:170418278-170422251
M03829,chr3:170418278-170422251
M03857,chr3:170418278-170422251
M03888,chr3:170418278-170422251
M03905,chr3:170418278-170422251
M03930,chr3:170418278-170422251
M03955,chr3:170418278-170422251
M03964,chr3:170418278-170422251
M03975,chr3:170418278-170422251
M03976,chr3:170418278-170422251
M03988,chr3:170418278-170422251
M03989,chr3:170418278-170422251
M04003,chr3:170418278-170422251
M04056,chr3:170418278-170422251
M04099,chr3:170418278-170422251
M04100,chr3:170418278-170422251
M04106,chr3:170418278-170422251
M04107,chr3:170418278-170422251
M04108,chr3:170418278-170422251
M04431,chr3:170418278-170422251
M04432,chr3:170418278-170422251
M04630,chr3:170418278-170422251
M04633,chr3:170418278-170422251
M04729,chr3:170418278-170422251
M04924,chr3:170418278-170422251
M05489,chr3:170418278-170422251
M05603,chr3:170418278-170422251
M05713,chr3:170418278-170422251
M05714,chr3:170418278-170422251
M05946,chr3:170418278-170422251
M05962,chr3:170418278-170422251
M06019,chr3:170418278-170422251
M06021,chr3:170418278-170422251
M06042,chr3:170418278-170422251
M06043,chr3:170418278-170422251
M06044,chr3:170418278-170422251
M06048,chr3:170418278-170422251
M06049,chr3:170418278-170422251
M06051,chr3:170418278-170422251
M06084,chr3:170418278-170422251
M06946,chr3:170418278-170422251
M06950,chr3:170418278-170422251
M07046,chr3:170418278-170422251
M07088,chr3:170418278-170422251
M07089,chr3:170418278-170422251
M07124,chr3:170418278-170422251
M07128,chr3:170418278-170422251
M07207,chr3:170418278-170422251
M07242,chr3:170418278-170422251
M07260,chr3:170418278-170422251
M07276,chr3:170418278-170422251
M07284,chr3:170418278-170422251
M07292,chr3:170418278-170422251
M07305,chr3:170418278-170422251
M07344,chr3:170418278-170422251
M07345,chr3:170418278-170422251
M07351,chr3:170418278-170422251
M07357,chr3:170418278-170422251
M07382,chr3:170418278-170422251
M07411,chr3:170418278-170422251
M07433,chr3:170418278-170422251
M07604,chr3:170418278-170422251
M07605,chr3:170418278-170422251
M07968,chr3:170418278-170422251
M07969,chr3:170418278-170422251
M08008,chr3:170418278-170422251
M08281,chr3:170418278-170422251
M08282,chr3:170418278-170422251
M08283,chr3:170418278-170422251
M08284,chr3:170418278-170422251
M08285,chr3:170418278-170422251
M08289,chr3:170418278-170422251
M08445,chr3:170418278-170422251
M08468,chr3:170418278-170422251
M08469,chr3:170418278-170422251
M08470,chr3:170418278-170422251
M08471,chr3:170418278-170422251
M08472,chr3:170418278-170422251
M08481,chr3:170418278-170422251
M08487,chr3:170418278-170422251
M08510,chr3:170418278-170422251
M08574,chr3:170418278-170422251
M08637,chr3:170418278-170422251
M08656,chr3:170418278-170422251
M08741,chr3:170418278-170422251
M08766,chr3:170418278-170422251
M08785,chr3:170418278-170422251
M08792,chr3:170418278-170422251
M08793,chr3:170418278-170422251
M08794,chr3:170418278-170422251
M08835,chr3:170418278-170422251
M08865,chr3:170418278-170422251
M08866,chr3:170418278-170422251
M08880,chr3:170418278-170422251
M08881,chr3:170418278-170422251
M08899,chr3:170418278-170422251
M08902,chr3:170418278-170422251
M08913,chr3:170418278-170422251
M08948,chr3:170418278-170422251
M08975,chr3:170418278-170422251
M09275,chr3:170418278-170422251
M09598,chr3:170418278-170422251
M09608,chr3:170418278-170422251
M09613,chr3:170418278-170422251
M09653,chr3:170418278-170422251
M09679,chr3:170418278-170422251
M09685,chr3:170418278-170422251
M09885,chr3:170418278-170422251
M09907,chr3:170418278-170422251
M09920,chr3:170418278-170422251
M09949,chr3:170418278-170422251
M09975,chr3:170418278-170422251
M10052,chr3:170418278-170422251
M10053,chr3:170418278-170422251
M10091,chr3:170418278-170422251
M10198,chr3:170418278-170422251
M10222,chr3:170418278-170422251
M10234,chr3:170418278-170422251
M10262,chr3:170418278-170422251
M10281,chr3:170418278-170422251
M10348,chr3:170418278-170422251
M10360,chr3:170418278-170422251
M00011,chr3:170485309-170486556
M00078,chr3:170485309-170486556
M00079,chr3:170485309-170486556
M00080,chr3:170485309-170486556
M00081,chr3:170485309-170486556
M00082,chr3:170485309-170486556
M00086,chr3:170485309-170486556
M00087,chr3:170485309-170486556
M00088,chr3:170485309-170486556
M00141,chr3:170485309-170486556
M00261,chr3:170485309-170486556
M00271,chr3:170485309-170486556
M00448,chr3:170485309-170486556
M00616,chr3:170485309-170486556
M00639,chr3:170485309-170486556
M00679,chr3:170485309-170486556
M00731,chr3:170485309-170486556
M00751,chr3:170485309-170486556
M00769,chr3:170485309-170486556
M00771,chr3:170485309-170486556
M00805,chr3:170485309-170486556
M00971,chr3:170485309-170486556
M00975,chr3:170485309-170486556
M00977,chr3:170485309-170486556
M00978,chr3:170485309-170486556
M00984,chr3:170485309-170486556
M01014,chr3:170485309-170486556
M01022,chr3:170485309-170486556
M01037,chr3:170485309-170486556
M01079,chr3:170485309-170486556
M01080,chr3:170485309-170486556
M01169,chr3:170485309-170486556
M01208,chr3:170485309-170486556
M01231,chr3:170485309-170486556
M01262,chr3:170485309-170486556
M01348,chr3:170485309-170486556
M01596,chr3:170485309-170486556
M01657,chr3:170485309-170486556
M01658,chr3:170485309-170486556
M01704,chr3:170485309-170486556
M01752,chr3:170485309-170486556
M01809,chr3:170485309-170486556
M01856,chr3:170485309-170486556
M01871,chr3:170485309-170486556
M01892,chr3:170485309-170486556
M01985,chr3:170485309-170486556
M02002,chr3:170485309-170486556
M02019,chr3:170485309-170486556
M02038,chr3:170485309-170486556
M02062,chr3:170485309-170486556
M02073,chr3:170485309-170486556
M02084,chr3:170485309-170486556
M02267,chr3:170485309-170486556
M02371,chr3:170485309-170486556
M02774,chr3:170485309-170486556
M02789,chr3:170485309-170486556
M02835,chr3:170485309-170486556
M02878,chr3:170485309-170486556
M02893,chr3:170485309-170486556
M02939,chr3:170485309-170486556
M03155,chr3:170485309-170486556
M03794,chr3:170485309-170486556
M03857,chr3:170485309-170486556
M03888,chr3:170485309-170486556
M03905,chr3:170485309-170486556
M03930,chr3:170485309-170486556
M03964,chr3:170485309-170486556
M03975,chr3:170485309-170486556
M03976,chr3:170485309-170486556
M03988,chr3:170485309-170486556
M03989,chr3:170485309-170486556
M04003,chr3:170485309-170486556
M04056,chr3:170485309-170486556
M04099,chr3:170485309-170486556
M04106,chr3:170485309-170486556
M04107,chr3:170485309-170486556
M04108,chr3:170485309-170486556
M04431,chr3:170485309-170486556
M04432,chr3:170485309-170486556
M04630,chr3:170485309-170486556
M04633,chr3:170485309-170486556
M04729,chr3:170485309-170486556
M04924,chr3:170485309-170486556
M05489,chr3:170485309-170486556
M05603,chr3:170485309-170486556
M05713,chr3:170485309-170486556
M05714,chr3:170485309-170486556
M05946,chr3:170485309-170486556
M05962,chr3:170485309-170486556
M06019,chr3:170485309-170486556
M06021,chr3:170485309-170486556
M06042,chr3:170485309-170486556
M06043,chr3:170485309-170486556
M06044,chr3:170485309-170486556
M06048,chr3:170485309-170486556
M06049,chr3:170485309-170486556
M06051,chr3:170485309-170486556
M06084,chr3:170485309-170486556
M06946,chr3:170485309-170486556
M06950,chr3:170485309-170486556
M07046,chr3:170485309-170486556
M07088,chr3:170485309-170486556
M07089,chr3:170485309-170486556
M07124,chr3:170485309-170486556
M07128,chr3:170485309-170486556
M07207,chr3:170485309-170486556
M07242,chr3:170485309-170486556
M07260,chr3:170485309-170486556
M07276,chr3:170485309-170486556
M07284,chr3:170485309-170486556
M07292,chr3:170485309-170486556
M07305,chr3:170485309-170486556
M07344,chr3:170485309-170486556
M07345,chr3:170485309-170486556
M07351,chr3:170485309-170486556
M07357,chr3:170485309-170486556
M07382,chr3:170485309-170486556
M07411,chr3:170485309-170486556
M07433,chr3:170485309-170486556
M07604,chr3:170485309-170486556
M07605,chr3:170485309-170486556
M07968,chr3:170485309-170486556
M07969,chr3:170485309-170486556
M08008,chr3:170485309-170486556
M08281,chr3:170485309-170486556
M08282,chr3:170485309-170486556
M08283,chr3:170485309-170486556
M08284,chr3:170485309-170486556
M08285,chr3:170485309-170486556
M08289,chr3:170485309-170486556
M08445,chr3:170485309-170486556
M08468,chr3:170485309-170486556
M08469,chr3:170485309-170486556
M08470,chr3:170485309-170486556
M08471,chr3:170485309-170486556
M08472,chr3:170485309-170486556
M08481,chr3:170485309-170486556
M08487,chr3:170485309-170486556
M08574,chr3:170485309-170486556
M08637,chr3:170485309-170486556
M08656,chr3:170485309-170486556
M08741,chr3:170485309-170486556
M08766,chr3:170485309-170486556
M08785,chr3:170485309-170486556
M08792,chr3:170485309-170486556
M08793,chr3:170485309-170486556
M08794,chr3:170485309-170486556
M08835,chr3:170485309-170486556
M08865,chr3:170485309-170486556
M08866,chr3:170485309-170486556
M08880,chr3:170485309-170486556
M08881,chr3:170485309-170486556
M08899,chr3:170485309-170486556
M08902,chr3:170485309-170486556
M08913,chr3:170485309-170486556
M08948,chr3:170485309-170486556
M08975,chr3:170485309-170486556
M09275,chr3:170485309-170486556
M09598,chr3:170485309-170486556
M09608,chr3:170485309-170486556
M09613,chr3:170485309-170486556
M09653,chr3:170485309-170486556
M09679,chr3:170485309-170486556
M09685,chr3:170485309-170486556
M09885,chr3:170485309-170486556
M09907,chr3:170485309-170486556
M09920,chr3:170485309-170486556
M09975,chr3:170485309-170486556
M10052,chr3:170485309-170486556
M10053,chr3:170485309-170486556
M10091,chr3:170485309-170486556
M10198,chr3:170485309-170486556
M10222,chr3:170485309-170486556
M10234,chr3:170485309-170486556
M10281,chr3:170485309-170486556
M10348,chr3:170485309-170486556
M10360,chr3:170485309-170486556
M00011,chr3:170640613-170642062
M00078,chr3:170640613-170642062
M00079,chr3:170640613-170642062
M00080,chr3:170640613-170642062
M00081,chr3:170640613-170642062
M00082,chr3:170640613-170642062
M00086,chr3:170640613-170642062
M00087,chr3:170640613-170642062
M00088,chr3:170640613-170642062
M00141,chr3:170640613-170642062
M00261,chr3:170640613-170642062
M00271,chr3:170640613-170642062
M00448,chr3:170640613-170642062
M00616,chr3:170640613-170642062
M00639,chr3:170640613-170642062
M00679,chr3:170640613-170642062
M00731,chr3:170640613-170642062
M00751,chr3:170640613-170642062
M00769,chr3:170640613-170642062
M00771,chr3:170640613-170642062
M00805,chr3:170640613-170642062
M00971,chr3:170640613-170642062
M00975,chr3:170640613-170642062
M00977,chr3:170640613-170642062
M00978,chr3:170640613-170642062
M00984,chr3:170640613-170642062
M01014,chr3:170640613-170642062
M01022,chr3:170640613-170642062
M01037,chr3:170640613-170642062
M01079,chr3:170640613-170642062
M01080,chr3:170640613-170642062
M01169,chr3:170640613-170642062
M01208,chr3:170640613-170642062
M01231,chr3:170640613-170642062
M01262,chr3:170640613-170642062
M01596,chr3:170640613-170642062
M01657,chr3:170640613-170642062
M01658,chr3:170640613-170642062
M01704,chr3:170640613-170642062
M01809,chr3:170640613-170642062
M01856,chr3:170640613-170642062
M01871,chr3:170640613-170642062
M01892,chr3:170640613-170642062
M02002,chr3:170640613-170642062
M02019,chr3:170640613-170642062
M02084,chr3:170640613-170642062
M02267,chr3:170640613-170642062
M02371,chr3:170640613-170642062
M02774,chr3:170640613-170642062
M02789,chr3:170640613-170642062
M02835,chr3:170640613-170642062
M02878,chr3:170640613-170642062
M02893,chr3:170640613-170642062
M02939,chr3:170640613-170642062
M03155,chr3:170640613-170642062
M03794,chr3:170640613-170642062
M03829,chr3:170640613-170642062
M03857,chr3:170640613-170642062
M03888,chr3:170640613-170642062
M03905,chr3:170640613-170642062
M03930,chr3:170640613-170642062
M03955,chr3:170640613-170642062
M03964,chr3:170640613-170642062
M04003,chr3:170640613-170642062
M04056,chr3:170640613-170642062
M04099,chr3:170640613-170642062
M04100,chr3:170640613-170642062
M04106,chr3:170640613-170642062
M04107,chr3:170640613-170642062
M04108,chr3:170640613-170642062
M04432,chr3:170640613-170642062
M04630,chr3:170640613-170642062
M04633,chr3:170640613-170642062
M04729,chr3:170640613-170642062
M04924,chr3:170640613-170642062
M05489,chr3:170640613-170642062
M05603,chr3:170640613-170642062
M05713,chr3:170640613-170642062
M05714,chr3:170640613-170642062
M05946,chr3:170640613-170642062
M05962,chr3:170640613-170642062
M06019,chr3:170640613-170642062
M06021,chr3:170640613-170642062
M06042,chr3:170640613-170642062
M06043,chr3:170640613-170642062
M06044,chr3:170640613-170642062
M06048,chr3:170640613-170642062
M06049,chr3:170640613-170642062
M06051,chr3:170640613-170642062
M06084,chr3:170640613-170642062
M06946,chr3:170640613-170642062
M06950,chr3:170640613-170642062
M07046,chr3:170640613-170642062
M07088,chr3:170640613-170642062
M07089,chr3:170640613-170642062
M07124,chr3:170640613-170642062
M07128,chr3:170640613-170642062
M07207,chr3:170640613-170642062
M07242,chr3:170640613-170642062
M07260,chr3:170640613-170642062
M07276,chr3:170640613-170642062
M07284,chr3:170640613-170642062
M07292,chr3:170640613-170642062
M07305,chr3:170640613-170642062
M07344,chr3:170640613-170642062
M07345,chr3:170640613-170642062
M07351,chr3:170640613-170642062
M07357,chr3:170640613-170642062
M07382,chr3:170640613-170642062
M07411,chr3:170640613-170642062
M07433,chr3:170640613-170642062
M07604,chr3:170640613-170642062
M07605,chr3:170640613-170642062
M07968,chr3:170640613-170642062
M07969,chr3:170640613-170642062
M08008,chr3:170640613-170642062
M08281,chr3:170640613-170642062
M08282,chr3:170640613-170642062
M08283,chr3:170640613-170642062
M08284,chr3:170640613-170642062
M08285,chr3:170640613-170642062
M08289,chr3:170640613-170642062
M08445,chr3:170640613-170642062
M08468,chr3:170640613-170642062
M08469,chr3:170640613-170642062
M08470,chr3:170640613-170642062
M08471,chr3:170640613-170642062
M08472,chr3:170640613-170642062
M08481,chr3:170640613-170642062
M08487,chr3:170640613-170642062
M08510,chr3:170640613-170642062
M08574,chr3:170640613-170642062
M08637,chr3:170640613-170642062
M08656,chr3:170640613-170642062
M08741,chr3:170640613-170642062
M08766,chr3:170640613-170642062
M08785,chr3:170640613-170642062
M08792,chr3:170640613-170642062
M08793,chr3:170640613-170642062
M08794,chr3:170640613-170642062
M08835,chr3:170640613-170642062
M08865,chr3:170640613-170642062
M08866,chr3:170640613-170642062
M08880,chr3:170640613-170642062
M08881,chr3:170640613-170642062
M08899,chr3:170640613-170642062
M08902,chr3:170640613-170642062
M08948,chr3:170640613-170642062
M08975,chr3:170640613-170642062
M09275,chr3:170640613-170642062
M09598,chr3:170640613-170642062
M09608,chr3:170640613-170642062
M09613,chr3:170640613-170642062
M09653,chr3:170640613-170642062
M09679,chr3:170640613-170642062
M09685,chr3:170640613-170642062
M09885,chr3:170640613-170642062
M09907,chr3:170640613-170642062
M09920,chr3:170640613-170642062
M09949,chr3:170640613-170642062
M09975,chr3:170640613-170642062
M10052,chr3:170640613-170642062
M10053,chr3:170640613-170642062
M10091,chr3:170640613-170642062
M10198,chr3:170640613-170642062
M10222,chr3:170640613-170642062
M10234,chr3:170640613-170642062
M10262,chr3:170640613-170642062
M10281,chr3:170640613-170642062
M10348,chr3:170640613-170642062
M10360,chr3:170640613-170642062
M00011,chr3:181483910-181484341
M00086,chr3:181483910-181484341
M00087,chr3:181483910-181484341
M00088,chr3:181483910-181484341
M00141,chr3:181483910-181484341
M00261,chr3:181483910-181484341
M00616,chr3:181483910-181484341
M00639,chr3:181483910-181484341
M00679,chr3:181483910-181484341
M00751,chr3:181483910-181484341
M00771,chr3:181483910-181484341
M00805,chr3:181483910-181484341
M00971,chr3:181483910-181484341
M00977,chr3:181483910-181484341
M00978,chr3:181483910-181484341
M01014,chr3:181483910-181484341
M01022,chr3:181483910-181484341
M01037,chr3:181483910-181484341
M01080,chr3:181483910-181484341
M01169,chr3:181483910-181484341
M01231,chr3:181483910-181484341
